mode,pattern,injection_rate,offered_load,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,average_link_utilization,adaptive_hops,escape_hops,escape_transitions,escape_hop_fraction,sim_ticks,sim_freq
torus3d_dor,torus3d_neighbor,0.5,0.25,160000.0,159452.0,159359.0,0.996575,0.9994167523768909,0.2489984375,2.0,5.0,7.0,1.0,47.8257,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.52,0.26,166400.0,166081.0,165985.0,0.9980829326923077,0.9994219687983574,0.2593515625,2.0,5.0,7.0,1.0,49.8142,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.54,0.27,172800.0,172452.0,172350.0,0.9979861111111111,0.999408531069515,0.269296875,2.0,5.0,7.0,1.0,51.7246,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.56,0.28,179200.00000000003,178841.0,178736.0,0.9979966517857142,0.9994128863068312,0.279275,2.0,5.0,7.0,1.0,53.6412,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.58,0.29,185600.0,185159.0,185051.0,0.997623922413793,0.9994167175238579,0.2891421875,2.0,5.0,7.0,1.0,55.5364,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.6,0.3,192000.0,191507.0,191396.0,0.9974322916666667,0.9994203867221564,0.29905625,2.0,5.0,7.0,1.0,57.4404,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.62,0.31,198400.0,197905.0,197792.0,0.9975050403225807,0.99942901897375,0.30905,2.0,5.0,7.0,1.0,59.3595,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.64,0.32,204800.0,204392.0,204276.0,0.9980078125,0.9994324631101021,0.31918125,2.0,5.0,7.0,1.0,61.3054,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.66,0.33,211200.0,210823.0,210705.0,0.9982149621212121,0.9994402887730466,0.3292265625,2.0,5.0,7.0,1.0,63.2344,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.68,0.34,217600.00000000003,217326.0,217200.0,0.9987408088235292,0.9994202258358411,0.339375,2.0,5.0,7.0,1.0,65.185,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.7,0.35,224000.0,223725.0,223596.0,0.9987723214285714,0.9994233992624875,0.34936875,2.0,5.0,7.0,1.0,67.1045,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.72,0.36,230400.0,230024.0,229893.0,0.9983680555555555,0.9994304942092999,0.3592078125,2.0,5.0,7.0,1.0,68.994,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.74,0.37,236800.0,236386.0,236246.0,0.9982516891891892,0.9994077483438105,0.369134375,2.0,5.0,7.0,1.0,70.9019,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.76,0.38,243200.0,242927.0,242785.0,0.9988774671052632,0.9994154622582092,0.3793515625,2.0,5.0,7.0,1.0,72.8638,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.78,0.39,249600.0,249467.0,249320.0,0.9994671474358975,0.9994107437055803,0.3895625,2.0,5.0,7.0,1.0,74.8251,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.8,0.4,256000.0,255852.0,255701.0,0.999421875,0.9994098150493254,0.3995328125,2.0,5.0,7.0,1.0,76.7401,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.82,0.41,262400.0,262163.0,262008.0,0.9990967987804878,0.9994087647761126,0.4093875,2.0,5.0,7.0,1.0,78.633,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.84,0.42,268800.0,268553.0,268394.0,0.9990811011904762,0.9994079380978801,0.419365625,2.0,5.0,7.0,1.0,80.5495,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.86,0.43,275200.0,274926.0,274765.0,0.9990043604651163,0.9994143878716455,0.4293203125,2.0,5.0,7.0,1.0,82.4612,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.88,0.44,281600.0,281283.0,281115.0,0.9988742897727273,0.9994027367455552,0.4392421875,2.0,5.0,7.0,1.0,84.3679,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.9,0.45,288000.0,287669.0,287498.0,0.9988506944444444,0.9994055668146377,0.449215625,2.0,5.0,7.0,1.0,86.2833,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.92,0.46,294400.0,294137.0,293962.0,0.9991066576086957,0.999405039148424,0.459315625,2.0,5.0,7.0,1.0,88.2233,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.94,0.47,300800.0,300672.0,300492.0,0.9995744680851064,0.9994013409961686,0.46951875,2.0,5.0,7.0,1.0,90.1833,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.96,0.48,307200.0,306998.0,306814.0,0.9993424479166667,0.9994006475612219,0.479396875,2.0,5.0,7.0,1.0,92.0807,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,0.98,0.49,313600.0,313232.0,313045.0,0.9988265306122449,0.9994029984165091,0.4891328125,2.0,5.0,7.0,1.0,93.9507,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_dor,torus3d_neighbor,1.0,0.5,320000.0,319602.0,319411.0,0.99875625,0.9994023817122546,0.4990796875,2.0,5.0,7.0,1.0,95.8616,0.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.02,0.01,6400.0,6392.0,6390.0,0.99875,0.9996871088861077,0.009984375,2.0,5.0,7.0,1.0,1.9172,6390.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.04,0.02,12800.0,12607.0,12599.0,0.984921875,0.999365431902911,0.0196859375,2.0,5.0,7.0,1.0,3.781,12602.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.06,0.03,19200.0,19104.0,19090.0,0.995,0.9992671691792295,0.029828125,2.0,5.0,7.0,1.0,5.7294,19097.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.08,0.04,25600.0,25466.0,25446.0,0.994765625,0.9992146391266787,0.039759375,2.0,5.0,7.0,1.0,7.6373,25456.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.1,0.05,32000.0,31948.0,31924.0,0.998375,0.9992487792663077,0.04988125,2.0,5.0,7.0,1.0,9.5818,31938.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.12,0.06,38400.0,38292.0,38264.0,0.9971875,0.9992687767679933,0.0597875,2.0,5.0,7.0,1.0,11.4847,38281.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.14,0.07,44800.00000000001,44569.0,44538.0,0.9948437499999998,0.9993044492808904,0.069590625,2.0,5.0,7.0,1.0,13.3673,44556.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.16,0.08,51200.0,50975.0,50942.0,0.99560546875,0.9993526238352134,0.079596875,2.0,5.0,7.0,1.0,15.2888,50961.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.18,0.09,57600.0,57392.0,57356.0,0.9963888888888889,0.9993727348759409,0.08961875,2.0,5.0,7.0,1.0,17.2135,57376.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.2,0.1,64000.0,63806.0,63763.0,0.99696875,0.9993260821866282,0.0996296875,2.0,5.0,7.0,1.0,19.1371,63788.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.22,0.11,70400.0,70137.0,70092.0,0.9962642045454545,0.9993583985628128,0.10951875,2.0,5.0,7.0,1.0,21.0364,70119.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.24,0.12,76800.0,76496.0,76447.0,0.9960416666666667,0.9993594436310396,0.1194484375,2.0,5.0,7.0,1.0,22.9437,76477.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.26,0.13,83200.0,82939.0,82887.0,0.9968629807692307,0.9993730331930696,0.1295109375,2.0,5.0,7.0,1.0,24.8762,82918.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.28,0.14,89600.00000000001,89320.0,89263.0,0.9968749999999998,0.9993618450515003,0.1394734375,2.0,5.0,7.0,1.0,26.7898,89297.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.3,0.15,96000.0,95810.0,95751.0,0.9980208333333334,0.9993841978916606,0.1496109375,2.0,5.0,7.0,1.0,28.7364,95785.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.32,0.16,102400.0,102153.0,102089.0,0.997587890625,0.9993734887864282,0.1595140625,2.0,5.0,7.0,1.0,30.6388,102127.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.34,0.17,108800.00000000001,108533.0,108467.0,0.9975459558823528,0.9993918900242322,0.1694796875,2.0,5.0,7.0,1.0,32.5525,108506.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.36,0.18,115200.0,114873.0,114805.0,0.9971614583333334,0.9994080419245601,0.1793828125,2.0,5.0,7.0,1.0,34.4545,114846.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.38,0.19,121600.0,121234.0,121162.0,0.9969901315789473,0.9994061071976508,0.189315625,2.0,5.0,7.0,1.0,36.3625,121206.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.4,0.2,128000.0,127637.0,127562.0,0.9971640625,0.9994123960920422,0.199315625,2.0,5.0,7.0,1.0,38.2831,127608.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.42,0.21,134400.0,133970.0,133894.0,0.9968005952380953,0.9994327088154065,0.209209375,2.0,5.0,7.0,1.0,40.1828,133940.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.44,0.22,140800.0,140415.0,140332.0,0.997265625,0.999408895061069,0.21926875,2.0,5.0,7.0,1.0,42.1155,140383.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.46,0.23,147200.0,146736.0,146650.0,0.9968478260869565,0.9994139134227457,0.229140625,2.0,5.0,7.0,1.0,44.0115,146704.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.48,0.24,153600.0,153087.0,152998.0,0.99666015625,0.9994186312358332,0.239059375,2.0,5.0,7.0,1.0,45.9166,153055.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.5,0.25,160000.0,159452.0,159359.0,0.996575,0.9994167523768909,0.2489984375,2.0,5.0,7.0,1.0,47.8257,159419.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.52,0.26,166400.0,166081.0,165985.0,0.9980829326923077,0.9994219687983574,0.2593515625,2.0,5.0,7.0,1.0,49.8142,166048.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.54,0.27,172800.0,172452.0,172350.0,0.9979861111111111,0.999408531069515,0.269296875,2.0,5.0,7.0,1.0,51.7246,172416.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.56,0.28,179200.00000000003,178841.0,178736.0,0.9979966517857142,0.9994128863068312,0.279275,2.0,5.0,7.0,1.0,53.6412,178805.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.58,0.29,185600.0,185159.0,185051.0,0.997623922413793,0.9994167175238579,0.2891421875,2.0,5.0,7.0,1.0,55.5364,185123.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.6,0.3,192000.0,191507.0,191396.0,0.9974322916666667,0.9994203867221564,0.29905625,2.0,5.0,7.0,1.0,57.4404,191469.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.62,0.31,198400.0,197905.0,197792.0,0.9975050403225807,0.99942901897375,0.30905,2.0,5.0,7.0,1.0,59.3595,197866.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.64,0.32,204800.0,204392.0,204276.0,0.9980078125,0.9994324631101021,0.31918125,2.0,5.0,7.0,1.0,61.3054,204352.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.66,0.33,211200.0,210823.0,210705.0,0.9982149621212121,0.9994402887730466,0.3292265625,2.0,5.0,7.0,1.0,63.2344,210782.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.68,0.34,217600.00000000003,217326.0,217200.0,0.9987408088235292,0.9994202258358411,0.339375,2.0,5.0,7.0,1.0,65.185,217284.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.7,0.35,224000.0,223725.0,223596.0,0.9987723214285714,0.9994233992624875,0.34936875,2.0,5.0,7.0,1.0,67.1045,223682.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.72,0.36,230400.0,230024.0,229893.0,0.9983680555555555,0.9994304942092999,0.3592078125,2.0,5.0,7.0,1.0,68.994,229981.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.74,0.37,236800.0,236386.0,236246.0,0.9982516891891892,0.9994077483438105,0.369134375,2.0,5.0,7.0,1.0,70.9019,236341.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.76,0.38,243200.0,242927.0,242785.0,0.9988774671052632,0.9994154622582092,0.3793515625,2.0,5.0,7.0,1.0,72.8638,242880.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.78,0.39,249600.0,249467.0,249320.0,0.9994671474358975,0.9994107437055803,0.3895625,2.0,5.0,7.0,1.0,74.8251,249417.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.8,0.4,256000.0,255852.0,255701.0,0.999421875,0.9994098150493254,0.3995328125,2.0,5.0,7.0,1.0,76.7401,255800.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.82,0.41,262400.0,262163.0,262008.0,0.9990967987804878,0.9994087647761126,0.4093875,2.0,5.0,7.0,1.0,78.633,262110.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.84,0.42,268800.0,268553.0,268394.0,0.9990811011904762,0.9994079380978801,0.419365625,2.0,5.0,7.0,1.0,80.5495,268498.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.86,0.43,275200.0,274926.0,274765.0,0.9990043604651163,0.9994143878716455,0.4293203125,2.0,5.0,7.0,1.0,82.4612,274870.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.88,0.44,281600.0,281283.0,281115.0,0.9988742897727273,0.9994027367455552,0.4392421875,2.0,5.0,7.0,1.0,84.3679,281225.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.9,0.45,288000.0,287669.0,287498.0,0.9988506944444444,0.9994055668146377,0.449215625,2.0,5.0,7.0,1.0,86.2833,287610.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.92,0.46,294400.0,294137.0,293962.0,0.9991066576086957,0.999405039148424,0.459315625,2.0,5.0,7.0,1.0,88.2233,294077.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.94,0.47,300800.0,300672.0,300492.0,0.9995744680851064,0.9994013409961686,0.46951875,2.0,5.0,7.0,1.0,90.1833,300610.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.96,0.48,307200.0,306998.0,306814.0,0.9993424479166667,0.9994006475612219,0.479396875,2.0,5.0,7.0,1.0,92.0807,306935.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,0.98,0.49,313600.0,313232.0,313045.0,0.9988265306122449,0.9994029984165091,0.4891328125,2.0,5.0,7.0,1.0,93.9507,313169.0,0.0,0.0,0.0,10000.0,2000000000.0
torus3d_adaptive_escape,torus3d_neighbor,1.0,0.5,320000.0,319602.0,319411.0,0.99875625,0.9994023817122546,0.4990796875,2.0,5.0,7.0,1.0,95.8616,319539.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.02,0.01,6400.0,6392.0,6387.0,0.99875,0.9992177722152691,0.0099796875,2.0,12.017379,14.017379,4.50869,4.1589,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.04,0.02,12800.0,12607.0,12590.0,0.984921875,0.9986515427936861,0.019671875,2.0,11.996029,13.996029,4.498014,8.1871,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.06,0.03,19200.0,19104.0,19074.0,0.995,0.9984296482412061,0.029803125,2.0,12.007025,14.007025,4.503513,12.4153,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.08,0.04,25600.0,25466.0,25423.0,0.994765625,0.9983114741223592,0.0397234375,2.0,12.003265,14.003265,4.501632,16.5446,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.1,0.05,32000.0,31948.0,31897.0,0.998375,0.998403655940904,0.0498390625,2.0,11.998527,13.998527,4.499263,20.7494,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.12,0.06,38400.0,38292.0,38233.0,0.9971875,0.9984592081897002,0.0597390625,2.0,11.998457,13.998457,4.499228,24.87,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.14,0.07,44800.00000000001,44569.0,44504.0,0.9948437499999998,0.9985415872018668,0.0695375,2.0,12.002517,14.002517,4.501258,28.9568,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.16,0.08,51200.0,50975.0,50903.0,0.99560546875,0.9985875429131927,0.0795359375,2.0,11.993694,13.993694,4.496847,33.0972,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.18,0.09,57600.0,57392.0,57314.0,0.9963888888888889,0.9986409255645387,0.089553125,2.0,11.994801,13.994801,4.4974,37.2676,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.2,0.1,64000.0,63806.0,63718.0,0.99696875,0.998620819358681,0.099559375,2.0,11.996139,13.996139,4.49807,41.4358,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.22,0.11,70400.0,70137.0,70041.0,0.9962642045454545,0.9986312502673339,0.1094390625,2.0,11.996131,13.996131,4.498065,45.5489,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.24,0.12,76800.0,76496.0,76392.0,0.9960416666666667,0.9986404517883288,0.1193625,2.0,11.995654,13.995654,4.497827,49.6766,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.26,0.13,83200.0,82939.0,82831.0,0.9968629807692307,0.9986978381702215,0.1294234375,2.0,11.995545,13.995545,4.497773,53.8613,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.28,0.14,89600.00000000001,89320.0,89206.0,0.9968749999999998,0.9987236901030004,0.139384375,2.0,11.995852,13.995852,4.497926,58.0062,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.3,0.15,96000.0,95810.0,95688.0,0.9980208333333334,0.9987266464878405,0.1495125,2.0,12.000627,14.000627,4.500314,62.2445,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.32,0.16,102400.0,102153.0,102021.0,0.997587890625,0.9987078206220081,0.1594078125,2.0,11.997814,13.997814,4.498907,66.3509,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.34,0.17,108800.00000000001,108533.0,108395.0,0.9975459558823528,0.9987284973233947,0.1693671875,2.0,11.998847,13.998847,4.499423,70.5015,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.36,0.18,115200.0,114873.0,114725.0,0.9971614583333334,0.9987116206593368,0.1792578125,2.0,11.996383,13.996383,4.498191,74.6068,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.38,0.19,121600.0,121234.0,121077.0,0.9969901315789473,0.998704983750433,0.1891828125,2.0,11.997365,13.997365,4.498683,78.7439,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.4,0.2,128000.0,127637.0,127468.0,0.9971640625,0.9986759325274019,0.19916875,2.0,11.995889,13.995889,4.497945,82.8932,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.42,0.21,134400.0,133970.0,133797.0,0.9968005952380953,0.9987086661192804,0.2090578125,2.0,11.996061,13.996061,4.498031,87.0088,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.44,0.22,140800.0,140415.0,140232.0,0.997265625,0.9986967204358509,0.2191125,2.0,11.996862,13.996862,4.498431,91.199,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.46,0.23,147200.0,146736.0,146546.0,0.9968478260869565,0.9987051575618798,0.228978125,2.0,11.997639,13.997639,4.498819,95.3105,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.48,0.24,153600.0,153087.0,152890.0,0.99666015625,0.9987131500388667,0.238890625,2.0,11.99635,13.99635,4.498175,99.4264,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.5,0.25,160000.0,159452.0,159249.0,0.996575,0.9987268895968693,0.2488265625,2.0,11.993928,13.993928,4.496964,103.5416,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.52,0.26,166400.0,166081.0,165870.0,0.9980829326923077,0.9987295355880564,0.259171875,2.0,11.996974,13.996974,4.498487,107.8722,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.54,0.27,172800.0,172452.0,172230.0,0.9979861111111111,0.9987126852689444,0.269109375,2.0,11.999222,13.999222,4.499611,112.0283,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.56,0.28,179200.00000000003,178841.0,178608.0,0.9979966517857142,0.9986971667570635,0.279075,2.0,12.0,14.0,4.5,116.1859,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.58,0.29,185600.0,185159.0,184921.0,0.997623922413793,0.9987146182470201,0.2889390625,2.0,11.99953,13.99953,4.499765,120.2866,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.6,0.3,192000.0,191507.0,191261.0,0.9974322916666667,0.9987154516545087,0.2988453125,2.0,11.998876,13.998876,4.499438,124.404,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.62,0.31,198400.0,197905.0,197653.0,0.9975050403225807,0.9987266617821682,0.3088328125,2.0,11.999722,13.999722,4.499861,128.5693,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.64,0.32,204800.0,204392.0,204132.0,0.9980078125,0.9987279345571255,0.31895625,2.0,11.999922,13.999922,4.499961,132.786,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.66,0.33,211200.0,210823.0,210557.0,0.9982149621212121,0.9987382780816135,0.3289953125,2.0,11.999948,13.999948,4.499974,136.9657,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.68,0.34,217600.00000000003,217326.0,217044.0,0.9987408088235292,0.9987024102040253,0.33913125,2.0,12.000221,14.000221,4.500111,141.1911,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.7,0.35,224000.0,223725.0,223433.0,0.9987723214285714,0.9986948262375684,0.3491140625,2.0,11.99893,13.99893,4.499465,145.3348,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.72,0.36,230400.0,230024.0,229723.0,0.9983680555555555,0.9986914408931242,0.3589421875,2.0,11.998881,13.998881,4.499441,149.4267,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.74,0.37,236800.0,236386.0,236069.0,0.9982516891891892,0.9986589730356281,0.3688578125,2.0,11.997293,13.997293,4.498647,153.5386,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.76,0.38,243200.0,242927.0,242607.0,0.9988774671052632,0.9986827318494856,0.3790734375,2.0,11.997754,13.997754,4.498877,157.7938,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.78,0.39,249600.0,249467.0,249136.0,0.9994671474358975,0.9986731712010005,0.389275,2.0,11.997624,13.997624,4.498812,162.0396,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.8,0.4,256000.0,255852.0,255510.0,0.999421875,0.9986632897143661,0.399234375,2.0,11.998301,13.998301,4.499151,166.1955,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.82,0.41,262400.0,262163.0,261816.0,0.9990967987804878,0.998676395982652,0.4090875,2.0,11.997342,13.997342,4.498671,170.2825,0.0,0.0,0.0,0.0,10000.0,2000000000.0
mesh3d_xyz,torus3d_tornado,0.84,0.42,268800.0,268553.0,268199.0,0.9990811011904762,0.9986818244443368,0.4190609375,2.0,11.997893,13.997893,4.498947,174.4402,0.0,0.0,0.0,0.0,10000.0,2000000000.0
