mode,policy,reserve,pool_slots,pair_slots,pattern,link_latency,injection_rate,vcs_per_vnet,sim_cycles,random_seed,deadlock,exit_code,wall_seconds,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,grants_migrated,credits_returned,pool_full_blocks,borrowed_peak,grant_queue_mean,grant_queue_max,return_credit_conflicts,received_east,received_west,received_north,received_south,received_up,received_down,received_dir_total,sim_ticks
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.55,6,10000,1,0,0,14.540,176000.0,175721.0,175565.0,0.9984147727272727,0.9991122290449064,0.2743203125,2.729724,7.95408,10.683804,2.092843,75003.0,48300.0,449722.0,1661104.0,0.0,2.0,0.68366,6.0,871521.0,88074.0,87524.0,0.0,0.0,0.0,0.0,175598.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.6,6,10000,1,0,0,14.859,192000.0,191709.0,191533.0,0.998484375,0.9990819419015279,0.2992703125,3.141636,8.100374,11.242011,2.09354,85517.0,55019.0,503718.0,1646571.0,0.0,2.0,0.689512,5.0,857677.0,95907.0,95673.0,0.0,0.0,0.0,0.0,191580.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.65,6,10000,1,0,0,15.197,208000.0,207765.0,207573.0,0.9988701923076924,0.9990758789979063,0.3243328125,4.041947,8.275074,12.317021,2.093991,96017.0,61749.0,538357.0,1632101.0,0.0,2.0,0.693746,5.0,842799.0,103803.0,103813.0,0.0,0.0,0.0,0.0,207616.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.7,6,10000,1,0,0,15.235,224000.0,223577.0,223360.0,0.9981116071428572,0.9990294171582944,0.349,6.625743,8.456281,15.082025,2.093472,105285.0,67396.0,561656.0,1617832.0,0.0,2.0,0.693407,5.0,827429.0,111779.0,111633.0,0.0,0.0,0.0,0.0,223412.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.75,6,10000,1,0,0,15.802,240000.0,237635.0,237397.0,0.9901458333333333,0.9989984640309719,0.3709328125,52.93018,8.654878,61.585058,2.093969,113216.0,72394.0,594444.0,1605638.0,0.0,2.0,0.690765,5.0,811600.0,118773.0,118673.0,0.0,0.0,0.0,0.0,237446.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.8,6,10000,1,0,0,16.048,256000.0,239093.0,238853.0,0.93395703125,0.9989962064970535,0.3732078125,328.685024,8.670056,337.35508,2.093941,114291.0,72873.0,687551.0,1604155.0,0.0,2.0,0.691037,5.0,809766.0,119359.0,119544.0,0.0,0.0,0.0,0.0,238903.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.85,6,10000,1,0,0,16.241,272000.0,238966.0,238741.0,0.8785514705882352,0.9990584434605759,0.3730328125,604.585157,8.678673,613.26383,2.094663,114647.0,72891.0,724106.0,1604286.0,0.0,2.0,0.690947,5.0,810316.0,119298.0,119489.0,0.0,0.0,0.0,0.0,238787.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.9,6,10000,1,0,0,16.041,288000.0,239177.0,238944.0,0.8304756944444445,0.9990258260618705,0.37335,845.767012,8.659364,854.426376,2.093503,114253.0,72925.0,812727.0,1604401.0,0.0,2.0,0.690825,5.0,809711.0,119553.0,119443.0,0.0,0.0,0.0,0.0,238996.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,0.95,6,10000,1,0,0,16.400,304000.0,239099.0,238876.0,0.7865098684210526,0.9990673319419989,0.37324375,1064.850944,8.663671,1073.514614,2.093387,113991.0,72861.0,882902.0,1604290.0,0.0,2.0,0.6909,5.0,809843.0,119381.0,119539.0,0.0,0.0,0.0,0.0,238920.0,10000.0
STV-r1p4,starve,1,4,6,torus3d_xopposite,1,1.0,6,10000,1,0,0,16.273,320000.0,239121.0,238892.0,0.747253125,0.9990423258517654,0.37326875,1259.951802,8.658988,1268.610791,2.093984,114059.0,72803.0,919055.0,1604311.0,0.0,2.0,0.690443,5.0,810030.0,119317.0,119626.0,0.0,0.0,0.0,0.0,238943.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.05,3,10000,1,0,0,10.250,16000.0,15937.0,15919.0,0.9960625,0.9988705528016565,0.0248734375,2.002638,9.045983,11.048621,3.000126,5.0,3.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.1,3,10000,1,0,0,10.395,32000.0,31899.0,31861.0,0.99684375,0.9988087400858962,0.0497828125,2.009949,9.092998,11.102947,3.000377,40.0,28.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
PRIV-v3,private,,0,6,torus3d_tornado,1,0.15,3,10000,1,0,0,10.573,48000.0,47896.0,47840.0,0.9978333333333333,0.9988308000668115,0.07475,2.02362,9.136476,11.160096,3.000878,141.0,99.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
