mode,pattern,injection_rate,link_latency,sim_cycles,traffic_epoch_cycles,seed,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,escape_hops,escape_transitions,pool_allocations,owned_pool_allocations,demand_reclaims,owner_migrations,release_handoffs,release_keeps,ownership_wait_starts,ownership_wait_completions,ownership_wait_cycles,ownership_wait_max,pool_write_blocks,pool_read_conflicts,pool_reads,reserved_reads,borrowed_peak,sim_ticks,pool_allocations_east,pool_allocations_west,pool_allocations_north,pool_allocations_south,pool_allocations_up,pool_allocations_down,pool_reads_east,pool_reads_west,pool_reads_north,pool_reads_south,pool_reads_up,pool_reads_down,reserved_reads_east,reserved_reads_west,reserved_reads_north,reserved_reads_south,reserved_reads_up,reserved_reads_down,migrations_to_east,migrations_to_west,migrations_to_north,migrations_to_south,migrations_to_up,migrations_to_down
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,256,1,0,288000.0,98905.0,98592.0,0.3434201388888889,0.9968353470501997,0.15405,3256.788959,29.316699,3286.105658,1.153603,45937.0,30752.0,34526.0,34526.0,0.0,1770.0,1770.0,32729.0,0.0,0.0,0.0,0.0,0.0,0.0,34499.0,79385.0,1.0,10000.0,15518.0,19008.0,0.0,0.0,0.0,0.0,15518.0,18981.0,0.0,0.0,0.0,0.0,37749.0,41636.0,0.0,0.0,0.0,0.0,917.0,853.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,256,2,0,288000.0,99359.0,99072.0,0.3449965277777778,0.9971114846163911,0.1548,3249.710756,29.030907,3278.741663,1.155362,46718.0,31289.0,34300.0,34300.0,0.0,1342.0,1342.0,32926.0,0.0,0.0,0.0,0.0,0.0,0.0,34268.0,80313.0,1.0,10000.0,15318.0,18982.0,0.0,0.0,0.0,0.0,15318.0,18950.0,0.0,0.0,0.0,0.0,38296.0,42017.0,0.0,0.0,0.0,0.0,703.0,639.0,0.0,0.0,0.0,0.0
dpphys_owner_rr,torus3d_x_reversal,0.9,8,10000,256,3,0,288000.0,98972.0,98670.0,0.34365277777777775,0.9969486319363052,0.154171875,3248.608655,29.328975,3277.93763,1.153319,46038.0,30867.0,34462.0,34462.0,0.0,1636.0,1636.0,32798.0,0.0,0.0,0.0,0.0,0.0,0.0,34434.0,79502.0,1.0,10000.0,15469.0,18993.0,0.0,0.0,0.0,0.0,15469.0,18965.0,0.0,0.0,0.0,0.0,37951.0,41551.0,0.0,0.0,0.0,0.0,850.0,786.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_x_reversal,0.9,8,10000,4,1,0,288000.0,101111.0,100786.0,0.3510798611111111,0.9967857107535283,0.157478125,3230.747386,27.998928,3258.746314,1.003373,1675.0,1335.0,52855.0,50222.0,2633.0,5604.0,2971.0,49841.0,2633.0,2633.0,0.0,0.0,0.0,0.0,52812.0,48443.0,1.0,10000.0,26373.0,26482.0,0.0,0.0,0.0,0.0,26342.0,26470.0,0.0,0.0,0.0,0.0,24178.0,24265.0,0.0,0.0,0.0,0.0,2801.0,2803.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_x_reversal,0.9,8,10000,4,2,0,288000.0,101108.0,100788.0,0.35106944444444443,0.996835067452625,0.15748125,3229.974908,27.959192,3257.934099,1.002619,792.0,528.0,53762.0,51185.0,2577.0,5278.0,2701.0,51013.0,2577.0,2577.0,0.0,0.0,0.0,0.0,53714.0,47466.0,1.0,10000.0,26906.0,26856.0,0.0,0.0,0.0,0.0,26875.0,26839.0,0.0,0.0,0.0,0.0,23776.0,23690.0,0.0,0.0,0.0,0.0,2639.0,2639.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_x_reversal,0.9,8,10000,4,3,0,288000.0,101107.0,100790.0,0.35106597222222224,0.996864707685917,0.157484375,3230.12912,27.948556,3258.077676,1.003135,1284.0,968.0,53125.0,50680.0,2445.0,5124.0,2679.0,50401.0,2445.0,2445.0,0.0,0.0,0.0,0.0,53080.0,48154.0,1.0,10000.0,26507.0,26618.0,0.0,0.0,0.0,0.0,26485.0,26595.0,0.0,0.0,0.0,0.0,24063.0,24091.0,0.0,0.0,0.0,0.0,2561.0,2563.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_x_reversal,0.9,8,10000,16,1,0,288000.0,100167.0,99837.0,0.34780208333333335,0.996705501811974,0.1559953125,3243.914781,30.504793,3274.419574,1.023819,6710.0,4313.0,62003.0,50651.0,11352.0,16048.0,4696.0,57227.0,11352.0,11352.0,0.0,0.0,0.0,0.0,61923.0,40400.0,1.0,10000.0,30800.0,31203.0,0.0,0.0,0.0,0.0,30753.0,31170.0,0.0,0.0,0.0,0.0,20193.0,20207.0,0.0,0.0,0.0,0.0,8027.0,8021.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_x_reversal,0.9,8,10000,16,2,0,288000.0,100256.0,99943.0,0.3481111111111111,0.9968779923396106,0.1561609375,3234.897572,30.278949,3265.176521,1.023473,6450.0,4098.0,62048.0,51005.0,11043.0,15667.0,4624.0,57347.0,11043.0,11043.0,0.0,0.0,0.0,0.0,61971.0,40413.0,1.0,10000.0,30798.0,31250.0,0.0,0.0,0.0,0.0,30741.0,31230.0,0.0,0.0,0.0,0.0,20245.0,20168.0,0.0,0.0,0.0,0.0,7834.0,7833.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_x_reversal,0.9,8,10000,16,3,0,288000.0,99770.0,99459.0,0.3464236111111111,0.9968828305101733,0.1554046875,3250.07393,31.362159,3281.436089,1.028394,7675.0,4840.0,61378.0,48580.0,12798.0,18405.0,5607.0,55693.0,12798.0,12798.0,0.0,0.0,0.0,0.0,61300.0,41082.0,1.0,10000.0,30475.0,30903.0,0.0,0.0,0.0,0.0,30442.0,30858.0,0.0,0.0,0.0,0.0,20540.0,20542.0,0.0,0.0,0.0,0.0,9200.0,9205.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_x_reversal,0.9,8,10000,64,1,0,288000.0,100383.0,100049.0,0.3485520833333333,0.9966727433928055,0.1563265625,3234.991604,28.250807,3263.242411,1.008576,2428.0,1563.0,65452.0,61108.0,4344.0,6251.0,1907.0,63463.0,4344.0,4344.0,0.0,0.0,0.0,0.0,65370.0,35640.0,1.0,10000.0,31803.0,33649.0,0.0,0.0,0.0,0.0,31738.0,33632.0,0.0,0.0,0.0,0.0,17372.0,18268.0,0.0,0.0,0.0,0.0,3131.0,3120.0,0.0,0.0,0.0,0.0
dpphys_pressure,torus3d_x_reversal,0.9,8,10000,64,2,0,288000.0,100403.0,100086.0,0.3486215277777778,0.9968427238229933,0.156384375,3230.635593,28.071429,3258.707022,1.007993,2193.0,1388.0,65496.0,61185.0,4311.0,6395.0,2084.0,63349.0,4311.0,4311.0,0.0,0.0,0.0,0.0,65433.0,35556.0,1.0,10000.0,32020.0,33476.0,0.0,0.0,0.0,0.0,31969.0,33464.0,0.0,0.0,0.0,0.0,17466.0,18090.0,0.0,0.0,0.0,0.0,3208.0,3187.0,0.0,0.0,0.0,0.0
