mode,pattern,injection_rate,vcs_per_vnet,sim_cycles,deadlock,expected_generated,packets_injected,packets_received,injection_acceptance,delivery_ratio,throughput,queueing_latency,network_latency,packet_latency,average_hops,cbs_entry_blocks,cbs_mark_moves,dp_pool_blocks,dp_shared_grants,escape_hops,escape_transitions,sim_ticks
B1_esc_v2,torus3d_xopposite,0.4,2,10000,0,128000.0,125681.0,125575.0,0.9818828125,0.9991565948711421,0.1962109375,103.251021,7.516767,110.767788,2.157547,0.0,0.0,0.0,0.0,61037.0,38043.0,10000.0
B1_esc_v2,torus3d_xopposite,0.45,2,10000,0,144000.0,127709.0,127596.0,0.8868680555555556,0.9991151759077277,0.19936875,556.06461,7.418407,563.483017,2.157387,0.0,0.0,0.0,0.0,48444.0,27601.0,10000.0
B1_esc_v2,torus3d_xopposite,0.5,2,10000,0,160000.0,127836.0,127725.0,0.798975,0.999131699990613,0.1995703125,992.663825,7.403085,1000.066909,2.149368,0.0,0.0,0.0,0.0,42678.0,23212.0,10000.0
B1_esc_v2,torus3d_xopposite,0.55,2,10000,0,176000.0,127891.0,127769.0,0.7266534090909091,0.9990460626627362,0.1996390625,1358.947836,7.521731,1366.469566,2.191001,0.0,0.0,0.0,0.0,53913.0,29117.0,10000.0
B1_esc_v2,torus3d_xopposite,0.6,2,10000,0,192000.0,127888.0,127766.0,0.6660833333333334,0.9990460402852496,0.199634375,1661.137611,7.466642,1668.604253,2.18476,0.0,0.0,0.0,0.0,49392.0,25352.0,10000.0
B1_esc_v2,torus3d_xopposite,0.65,2,10000,0,208000.0,127853.0,127733.0,0.6146778846153846,0.9990614221019452,0.1995828125,1921.975817,7.320332,1929.296149,2.119828,0.0,0.0,0.0,0.0,34005.0,18045.0,10000.0
B1_esc_v2,torus3d_xopposite,0.7,2,10000,0,224000.0,127824.0,127696.0,0.5706428571428571,0.9989986231067718,0.199525,2144.851139,7.496233,2152.347372,2.196968,0.0,0.0,0.0,0.0,49662.0,23648.0,10000.0
B1_esc_v2,torus3d_xopposite,0.75,2,10000,0,240000.0,127888.0,127771.0,0.5328666666666667,0.9990851369948706,0.1996421875,2336.042662,7.275383,2343.318046,2.103576,0.0,0.0,0.0,0.0,28658.0,14889.0,10000.0
B1_esc_v2,torus3d_xopposite,0.8,2,10000,0,256000.0,127931.0,127814.0,0.49973046875,0.9990854444974244,0.199709375,2500.305287,7.230687,2507.535974,2.090507,0.0,0.0,0.0,0.0,25733.0,13850.0,10000.0
B1_esc_v2,torus3d_xopposite,0.85,2,10000,0,272000.0,127901.0,127785.0,0.47022426470588236,0.9990930485297222,0.1996640625,2647.822366,7.190382,2655.012748,2.073655,0.0,0.0,0.0,0.0,19056.0,9242.0,10000.0
B1_esc_v2,torus3d_xopposite,0.9,2,10000,0,288000.0,127927.0,127811.0,0.4441909722222222,0.9990932328593651,0.1997046875,2776.803436,7.125146,2783.928582,2.047664,0.0,0.0,0.0,0.0,12688.0,6316.0,10000.0
B1_esc_v2,torus3d_xopposite,0.95,2,10000,0,304000.0,127972.0,127852.0,0.42096052631578945,0.9990622948770044,0.19976875,2892.475706,7.122579,2899.598286,2.034775,0.0,0.0,0.0,0.0,10475.0,5899.0,10000.0
B1_esc_v2,torus3d_xopposite,1.0,2,10000,0,320000.0,128000.0,127872.0,0.4,0.999,0.1998,2995.312312,7.110298,3002.42261,2.031594,0.0,0.0,0.0,0.0,6192.0,2137.0,10000.0
B2_dpesc_v3_s2,torus3d_xopposite,0.05,3,10000,0,16000.0,15968.0,15954.0,0.998,0.999123246492986,0.024928125,2.003009,7.030463,9.033471,2.002382,0.0,0.0,0.0,31857.0,104.0,65.0,10000.0
B2_dpesc_v3_s2,torus3d_xopposite,0.1,3,10000,0,32000.0,31948.0,31916.0,0.998375,0.998998372355077,0.04986875,2.010716,7.070247,9.080963,2.009274,0.0,0.0,0.0,63261.0,905.0,588.0,10000.0
B2_dpesc_v3_s2,torus3d_xopposite,0.15,3,10000,0,48000.0,47760.0,47718.0,0.995,0.9991206030150753,0.074559375,2.024896,7.126514,9.15141,2.022004,0.0,0.0,0.0,93101.0,3434.0,2187.0,10000.0
B2_dpesc_v3_s2,torus3d_xopposite,0.2,3,10000,0,64000.0,63805.0,63750.0,0.996953125,0.9991379985894523,0.099609375,2.046698,7.189537,9.236235,2.036016,0.0,0.0,0.0,121551.0,8309.0,5344.0,10000.0
B2_dpesc_v3_s2,torus3d_xopposite,0.25,3,10000,0,80000.0,79712.0,79644.0,0.9964,0.9991469289441991,0.12444375,2.073264,7.273153,9.346417,2.054066,0.0,0.0,0.0,147400.0,16282.0,10311.0,10000.0
